Sexo,Idade,Renda,Altura
0,43,7005,1.6617611
0,36,1000,1.647985998
0,56,1000,1.697019396
0,38,788,1.818038866
0,25,788,1.553762627
0,47,788,1.69255852
1,32,250,1.63993564
0,63,800,1.604023517
0,45,1200,1.748865617
0,34,4500,1.852975879
0,48,1500,1.616356891
0,36,4000,1.853791053
1,56,600,1.621942247
0,46,4990,1.851724465
1,59,788,1.633622009
0,47,1000,1.575552747
0,21,788,1.590705748
0,38,1400,1.633684145
0,55,6500,1.743633007
0,40,1900,1.753094731
1,26,1300,1.739986359
1,50,4000,1.740249595
0,32,1400,1.663978611
1,33,1300,1.62695693
1,34,1400,1.722601771
1,24,1800,1.626303866
0,24,1500,1.720152901
0,31,5000,1.790295389
0,32,3500,1.56140145
0,55,2500,1.687078618
0,49,789,1.692947936
0,29,1500,1.774717707
0,25,2200,1.793829769
0,46,2000,1.679603158
0,58,5000,1.658171159
0,46,3000,1.796575972
1,27,1100,1.71251478
1,46,6000,1.741733153
1,54,3400,1.613522586
0,50,1100,1.748187867
1,24,1100,1.650463636
1,45,280,1.645417928
1,22,1200,1.610185288
1,36,8000,1.714895739
0,62,3500,1.671014271
1,40,2000,1.630247332
1,30,1600,1.626772606
1,54,790,1.698453392
1,53,1000,1.614330879
1,42,500,1.63861061
1,25,800,1.726444242
1,17,788,1.673255213
0,36,2600,1.704245105
1,39,1500,1.687910767
0,29,1250,1.718183806
0,19,788,1.717063543
0,37,0,1.712086633
1,41,1800,1.724153914
0,45,2700,1.800002296
1,34,1500,1.645399572
0,50,2000,1.865713818
1,40,2800,1.881229669
0,48,2500,1.68952023
0,29,1100,1.693648171
0,18,1000,1.671207683
1,50,450,1.742513361
0,30,2500,1.701593058
0,29,700,1.725157233
0,32,900,1.615206295
1,40,788,1.738315527
0,35,788,1.612077992
0,49,1200,1.612186317
1,31,700,1.673644505
1,44,830,1.89520437
1,30,788,1.639951063
0,55,8000,1.748170102
0,49,20000,1.813795375
0,46,5000,1.684713605
0,39,10000,1.59381985
0,51,60000,1.765643104
0,62,15000,1.652760901
0,36,35000,1.657865787
0,32,10000,1.807033765
0,31,20000,1.645291055
0,24,4000,1.623037245
0,42,15000,1.700709611
0,39,6800,1.749727358
0,50,5000,1.837662277
1,34,1600,1.628125516
0,43,16000,1.75306351
0,42,1900,1.765276224
1,39,788,1.724400602
1,19,788,1.718157833
0,38,1700,1.809848421
1,40,788,1.67555426
0,32,2030,1.609077775
0,37,1000,1.761567985
1,50,1400,1.626409708
0,40,5500,1.688548917
1,47,400,1.67363598
0,42,300,1.544468992
0,48,650,1.638501629
1,35,500,1.820110832
0,43,788,1.653882737
1,65,788,1.674902368
0,47,850,1.783308141
1,56,788,1.676826593
0,38,950,1.72619264
1,34,850,1.758764247
1,52,3200,1.836301497
0,60,0,1.75873762
0,37,500,1.593300409
1,66,0,1.557709285
0,33,1200,1.690043448
1,38,0,1.589112536
0,74,0,1.689077445
0,29,600,1.718055403
0,51,210,1.685271998
1,29,1900,1.601479063
1,39,1700,1.701310317
0,17,320,1.649458713
1,55,330,1.758954631
1,34,120,1.757852208
0,34,2150,1.727931651
0,42,0,1.645152937
1,27,200,1.616698724
0,40,120,1.725825586
1,52,0,1.603919482
0,56,90,1.623735001
0,68,0,1.647191095
0,69,350,1.873787095
0,63,0,1.69000629
1,59,0,1.676446428
1,41,400,1.741736509
0,63,0,1.82376315
0,35,280,1.586479954
0,65,1000,1.72819008
1,68,0,1.78885136
0,41,600,1.667729055
0,29,700,1.859185771
0,35,2946,1.721019079
0,36,400,1.820035797
0,40,600,1.631155475
1,79,0,1.594848886
0,60,120,1.783418316
0,38,0,1.639144528
0,54,120,1.721009002
0,33,200,1.675759671
0,42,0,1.691883445
1,68,0,1.736151602
0,40,15,1.809311681
0,38,300,1.859740651
0,29,840,1.743039377
0,28,1300,1.828383875
0,36,1600,1.830177921
0,30,3000,1.671469872
0,40,700,1.868099684
1,35,600,1.574981801
1,32,2000,1.516925161
0,44,788,1.886978903
0,44,2136,1.642023009
1,42,1200,1.699965016
1,32,800,1.627936343
0,25,850,1.704654093
0,27,170,1.933004939
1,40,0,1.595970279
1,47,0,1.678214321
1,27,500,1.828807954
0,26,0,1.765481521
0,27,2200,1.736774679
0,55,200,1.674473847
1,35,0,1.684870907
0,66,0,1.613693885
1,35,1000,1.657138621
1,32,0,1.600091811
1,46,724,1.575134587
0,61,0,1.800011784
0,65,0,1.547928418
0,39,750,1.864976835
1,26,0,1.578611511
1,43,0,1.723569923
0,40,0,1.737670873
0,50,20,1.735519571
0,48,0,1.694532559
0,27,200,1.783698967
0,36,0,1.785694228
0,73,0,1.763325785
0,39,1014,1.843860824
0,45,3000,1.752622896
0,54,0,1.675333538
0,43,788,1.812468622
1,56,200,1.716719849
0,82,0,1.618930174
1,41,0,1.684893466
0,31,200,1.663133577
1,62,0,1.715252181
0,24,150,1.637095362
0,45,1260,1.528331136
0,54,100,1.641327579
0,46,1000,1.601032846
0,54,0,1.627556113
1,54,0,1.823298518
0,39,100,1.824586001
0,66,300,1.700460198
1,79,0,1.65166681
1,46,0,1.740014264
1,29,150,1.723320153
1,43,0,1.735523802
0,40,788,1.791858546
0,62,0,1.688645896
1,33,900,1.72719442
0,51,400,1.653510312
1,42,800,1.712359054
0,30,500,1.725163982
1,30,788,1.605278006
1,60,50,1.648404628
0,35,300,1.610207554
0,67,3500,1.766365875
0,28,2300,1.6709869
0,43,300,1.612348214
0,77,200,1.583281817
0,56,788,1.523025896
0,23,800,1.65735573
0,35,500,1.657564459
0,72,2000,1.751824357
0,30,1000,1.759464796
1,41,1000,1.659692442
0,26,800,1.561438103
0,40,500,1.730924187
0,27,850,1.695831281
0,38,400,1.732309162
0,45,1000,1.581151028
0,16,600,1.690960248
0,26,500,1.698569323
0,31,550,1.562850575
1,28,300,1.668836342
0,23,800,1.686647214
0,42,400,1.686145213
0,24,1000,1.56614888
0,60,500,1.665918458
0,53,350,1.550274861
0,48,400,1.604791269
0,63,1500,1.704917695
0,38,1000,1.666054187
0,50,1000,1.798428557
0,47,300,1.647537657
0,31,350,1.741478214
0,41,200,1.943439773
0,25,300,1.658187536
0,30,250,1.677629687
0,47,2060,1.717058372
0,36,120,1.625957695
0,37,600,1.615560882
1,77,0,1.758334807
0,59,0,1.734673927
0,33,0,1.797466672
1,31,800,1.615916654
0,33,150,1.597269786
0,42,788,1.684991851
0,26,132,1.642635337
1,40,788,1.693358687
1,45,100,1.82322487
0,36,1100,1.679123512
0,30,1100,1.725943136
0,46,450,1.672784517
0,37,1200,1.56420049
0,28,3000,1.665110607
1,41,1200,1.693358244
1,26,930,1.709655367
0,33,2500,1.738229825
0,46,1000,1.725011051
0,26,1000,1.597555855
1,47,2000,1.970943179
1,39,788,1.725456766
0,43,1000,1.552467371
1,25,900,1.662652162
0,32,600,1.955083109
1,54,1500,1.853773521
0,20,1200,1.694883064
0,33,1500,1.645930571
0,32,1000,1.789097877
0,39,2500,1.602956664
0,36,932,1.791853634
0,38,1200,1.817445407
0,59,700,1.834497211
1,56,200,1.780262271
0,52,1000,1.677678523
0,32,2500,1.700684068
0,73,3000,1.899801429
1,67,350,1.792115833
1,32,788,1.741573972
0,30,1600,1.72260184
0,42,3800,1.774523656
1,42,788,1.674471578
1,27,788,1.700981709
0,28,900,1.739353681
0,54,950,1.669706697
0,43,1500,1.627082149
1,30,788,1.637457493
1,46,1200,1.8007391
1,29,1500,1.679530629
1,72,300,1.643165845
0,26,1400,1.70120389
0,29,800,1.734182744
0,47,780,1.765597455
0,35,2500,1.803795888
0,44,1000,1.600066502
0,63,3000,1.579907657
0,43,2000,1.583860561
1,22,0,1.643114074
0,57,800,1.610980857
0,35,1576,1.592257361
0,46,788,1.712147303
0,38,900,1.59254661
0,31,800,1.69823518
0,63,200,1.765662285
0,38,900,1.773876096
0,49,900,1.640473819
0,60,500,1.668465547
0,53,3000,1.740884275
0,52,1000,1.787993019
0,31,1000,1.668020795
0,60,2000,1.693730063
0,50,788,1.766316154
0,42,1000,1.742715716
0,62,875,1.608429201
0,31,300,1.704578968
0,43,1800,1.799485731
0,36,3000,1.677645981
0,77,0,1.800122164
0,37,2000,1.605368204
0,66,1500,1.744047949
0,48,2000,1.718956998
0,30,3000,1.704096767
1,26,788,1.769243446
0,35,3500,1.646863906
0,47,1000,1.844496142
0,22,788,1.721865533
0,47,10000,1.702990085
1,58,500,1.605911636
1,21,500,1.589347857
1,35,2000,1.708448683
0,48,1000,1.839000423
0,54,1000,1.547088605
0,40,1200,1.675672813
0,39,600,1.713991912
0,35,1000,1.72401889
0,29,4000,1.663950701
0,25,250,1.653732171
1,75,800,1.825871068
0,20,788,1.693964067
0,62,0,1.816356527
1,40,300,1.564492124
0,60,500,1.673576275
0,31,1300,1.869503625
0,50,350,1.84606921
0,27,200,1.812643966
0,52,400,1.725104183
1,42,788,1.843872146
0,28,400,1.590457506
0,42,200,1.616412599
1,32,450,1.673159516
0,45,250,1.622423223
0,29,200,1.727339091
0,39,1014,1.716106233
0,35,300,1.820148149
0,36,788,1.772927641
0,30,300,1.657025275
0,27,1000,1.677433586
0,29,2500,1.760663014
1,37,0,1.565803513
0,46,0,1.669344848
0,32,150,1.588874029
0,25,250,1.737987269
0,76,200,1.597552002
1,76,0,1.696082557
0,41,150,1.678413756
0,44,350,1.737932494
0,63,200,1.623201202
1,39,0,1.749219705
0,51,200,1.787418183
0,20,1100,1.643630089
1,30,0,1.639067944
0,20,80,1.626636822
0,28,300,1.825611044
0,58,200,1.635074138
1,42,1400,1.768747251
0,35,788,1.667613304
0,30,200,1.740346411
0,36,350,1.59603294
0,31,0,1.643932141
0,47,500,1.800167207
0,50,200,1.662414612
0,33,450,1.80112325
0,31,900,1.60396342
0,46,788,1.720630604
1,33,140,1.758831706
0,49,0,1.852421686
1,46,788,1.675710837
0,28,500,1.775590191
1,28,1200,1.583460263
0,55,1500,1.74725901
0,62,0,1.808535633
0,30,500,1.707421851
0,38,500,1.760943521
0,24,1200,1.614933146
0,59,200,1.68377155
1,39,80,1.697978133
1,26,90,1.893766456
0,29,160,1.660322129
0,32,0,1.732134007
0,36,300,1.977400673
1,47,350,1.785507252
0,56,500,1.722407779
0,26,800,1.785101874
0,37,800,1.759827697
0,66,200,1.661874396
1,40,80,1.577592786
0,35,800,1.869079372
1,27,788,1.726341072
0,54,1500,1.707205595
0,27,180,1.668071688
0,47,500,1.715808036
0,34,1000,1.807528256
0,59,140,1.665870215
0,60,0,1.847345788
0,84,0,1.728677997
0,59,600,1.8632067
0,33,500,1.739120907
0,52,1200,1.622815146
0,59,200,1.687591748
0,38,300,1.723242184
0,44,500,1.67759669
1,28,0,1.637954452
1,61,120,1.62290421
0,38,5000,1.668387781
0,37,800,1.709229705
0,42,1200,1.730462129
0,35,600,1.574882653
1,32,400,1.723691444
0,24,500,1.580292205
1,24,1000,1.596041321
0,59,2200,1.894109543
1,53,120,1.569134466
1,38,0,1.815691371
0,23,1800,1.539928157
0,24,780,1.672347209
0,28,1000,1.666229994
0,48,0,1.610213891
0,40,1500,1.763188307
0,45,3000,1.594811258
0,44,800,1.557898224
0,28,2000,1.593337758
0,53,0,1.720170594
0,33,1000,1.67598242
0,73,0,1.660325811
0,26,600,1.863910367
1,26,900,1.747093527
1,51,1000,1.638987013
0,97,0,1.759282924
0,24,0,1.538943587
0,21,0,1.624516016
0,25,0,1.619602049
0,64,0,1.645352428
0,49,0,1.678463799
0,26,900,1.679308849
0,40,0,1.749988143
0,42,0,1.774194403
0,58,0,1.837556837
0,33,1500,1.787132296
0,63,0,1.600381721
0,73,150,1.660520733
0,41,0,1.72011487
1,44,300,1.690251585
0,39,0,1.66280813
0,67,788,1.880278187
0,31,0,1.658631409
1,27,788,1.659614348
0,63,0,1.525241704
0,24,0,1.645581154
0,43,0,1.704182022
1,52,0,1.710786028
0,65,800,1.771677555
0,49,120,1.642536459
1,45,100,1.656482281
0,36,120,1.708421806
0,35,80,1.841659563
0,62,290,1.863336801
0,39,190,1.83524066
1,33,788,1.661510065
0,42,125,1.658211604
0,75,230,1.767042582
0,68,200,1.704558806
0,78,150,1.679485
0,48,200,1.812030809
1,53,80,1.571357874
1,35,1500,1.680483964
1,33,2300,1.848438673
1,48,1200,1.687777235
0,27,1100,1.799476852
0,31,100,1.549485926
0,35,788,1.77990478
1,30,0,1.896813007
0,26,500,1.847493682
0,23,200,1.575189551
1,37,788,1.617041808
0,64,200,1.793801376
1,54,788,1.749056622
0,63,2500,1.709062088
1,49,788,1.766313572
0,67,788,1.478302502
0,85,350,1.637589773
1,62,1000,1.618734985
1,58,450,1.718362284
0,31,788,1.597997737
0,27,833,1.531751519
0,52,4400,1.787912585
1,29,1900,1.820615499
0,32,0,1.876887819
0,41,1200,1.710180076
1,45,780,1.649831236
0,38,1200,1.688964221
0,21,1300,1.703646996
1,46,500,1.783721837
0,25,1000,1.706684854
1,62,100,1.744113256
0,25,400,1.73539248
0,44,120,1.559453496
0,52,700,1.674374214
1,29,788,1.790904983
0,23,200,1.799182524
1,49,80,1.661588118
1,49,90,1.675188329
0,63,220,1.644811099
1,28,300,1.666546291
0,38,220,1.751155744
1,49,100,1.547592054
1,32,40,1.792874298
1,63,0,1.559100103
1,60,0,1.66280171
0,38,150,1.805428913
1,59,788,1.75220462
0,38,65,1.653062029
0,47,45,1.721650581
0,30,45,1.781311797
1,28,80,1.747080799
0,53,55,1.688776891
0,68,65,1.694540406
1,38,0,1.850682318
0,28,400,1.924370594
1,40,500,1.736046905
1,89,0,1.733619829
0,50,788,1.585091839
1,43,0,1.608618145
0,50,250,1.666981875
1,33,300,1.623348397
0,59,0,1.682441178
0,36,400,1.673812021
0,44,400,1.596397469
0,31,788,1.594781759
0,75,150,1.704340161
0,32,788,1.642554252
0,54,500,1.86031627
0,36,0,1.771561271
0,41,800,1.744622369
0,19,500,1.669629099
0,32,788,1.849751445
1,50,500,1.597212789
1,75,0,1.83090527
0,38,150,1.73930657
0,34,300,1.552766078
1,47,150,1.871516062
0,67,350,1.52395671
1,54,200,1.698803968
0,65,350,1.72131367
0,45,4000,1.695690629
1,48,788,1.617393899
1,63,0,1.601917003
0,46,500,1.850003691
1,40,300,1.677343266
1,47,700,1.69337171
1,53,788,1.845723669
1,42,818,1.664579351
0,63,80,1.713348719
0,21,1000,1.599072404
0,55,500,1.641759589
1,56,320,1.76861852
0,23,800,1.716922852
0,47,1000,1.630028175
0,37,800,1.761236683
1,49,1600,1.770850456
1,27,400,1.609278664
1,17,100,1.594617486
0,38,200,1.543774744
1,31,2500,1.629734152
1,49,300,1.739464879
0,51,700,1.658563178
1,55,788,1.643575698
1,29,0,1.676420256
1,38,1000,1.693922133
1,33,0,1.766190127
1,44,0,1.704274202
0,71,300,1.687756991
1,53,788,1.717985479
0,34,900,1.921229271
0,37,450,1.795339117
0,54,788,1.815984928
0,62,0,1.752221326
0,49,350,1.601281943
0,47,625,1.704805333
0,34,900,1.691871821
0,41,0,1.734036795
0,68,0,1.767600861
0,44,0,1.669014523
0,84,0,1.658818742
0,36,788,1.760333104
0,64,0,1.831603789
0,34,1500,1.79829407
0,65,0,1.72992899
1,55,0,1.532156083
1,43,0,1.806524773
1,61,788,1.614705607
1,43,250,1.846650292
1,52,700,1.61574149
0,52,3000,1.728612847
0,55,250,1.681932244
1,29,1000,1.752816467
0,67,300,1.645999119
0,31,1000,1.754124411
0,23,2000,1.793874301
1,56,0,1.690835931
1,40,480,1.760705419
0,82,600,1.737553704
0,57,1600,1.725572109
1,69,650,1.716372444
0,25,1200,1.643168993
1,62,250,1.713465227
1,52,789,1.682101561
1,52,2500,1.612358915
0,45,5500,1.576323007
1,48,600,1.662117595
1,52,1600,1.693816332
0,55,800,1.768450167
0,26,800,1.665996212
0,42,500,1.602432015
0,30,1000,1.60086308
0,36,900,1.753710908
0,36,240,1.783641323
0,50,1500,1.873545038
1,26,250,1.675438721
0,40,788,1.727126258
0,47,0,1.734385613
0,54,0,1.681853643
0,51,600,1.818400245
0,58,0,1.653447436
1,22,850,1.743090259
1,30,150,1.666325424
1,22,100,1.694865515
0,32,700,1.749472976
0,18,100,1.632529856
0,28,0,1.593673672
0,55,0,1.732852818
0,44,150,1.569592369
0,60,0,1.892926063
0,46,1500,1.505612684
0,49,0,1.686793211
1,39,280,1.794016164
0,38,0,1.652895321
0,32,600,1.763681601
0,32,0,1.813072063
0,54,800,1.791584755
0,31,788,1.730594596
0,32,300,1.719604394
0,60,140,1.744307374
0,54,0,1.661422813
0,53,0,1.798991646
0,40,66,1.865583266
1,40,788,1.718533062
0,61,950,1.71215005
0,35,5000,1.768297588
1,36,800,1.72666262
1,32,740,1.691984109
0,39,788,1.678255077
0,24,1000,1.588271982
0,69,65,1.649609985
0,55,85,1.923539214
0,41,700,1.629694112
0,28,300,1.735413395
0,55,60,1.797621387
1,40,600,1.707494942
0,55,1190,1.59941996
0,47,150,1.735239444
1,55,75,1.573422577
0,38,788,1.623073065
0,55,30,1.813554808
1,38,60,1.622446241
1,31,60,1.667673362
0,76,200,1.738992851
0,57,100,1.592285622
0,51,50,1.893214322
1,66,0,1.714894033
1,35,96,1.748280444
0,63,0,1.728265068
0,63,60,1.666009933
0,40,60,1.652178551
0,45,60,1.857164083
0,28,60,1.771651084
0,20,788,1.793757629
1,31,120,1.92399716
0,58,500,1.697153172
0,24,900,1.586810636
0,47,120,1.66213248
1,40,200,1.655754825
0,31,200,1.717542988
0,19,280,1.728574852
0,23,300,1.674609366
0,56,1000,1.5821831
0,59,120,1.639215206
0,46,1250,1.640749313
0,49,1100,1.596151136
0,42,450,1.665170381
0,55,850,1.721533023
0,38,1500,1.539484405
0,21,700,1.545614902
0,64,1700,1.599269905
0,32,788,1.700968185
0,25,650,1.679473475
0,23,750,1.651244474
0,42,800,1.680538966
1,48,1250,1.633847857
1,31,40,1.579413412
0,31,1200,1.621628803
1,33,1890,1.632160669
0,37,800,1.696985811
0,52,600,1.697640217
0,26,1200,1.682049751
0,23,600,1.708956546
1,44,1100,1.583461328
0,39,1500,1.857732812
0,68,0,1.757233192
0,55,300,1.721891123
0,54,0,1.727725441
0,53,0,1.681337393
0,75,0,1.636331242
0,55,100,1.643680516
1,25,0,1.679989915
0,46,0,1.462280039
1,38,360,1.613065182
1,51,180,1.691042014
1,50,400,1.73771286
1,45,100,1.713642207
0,28,0,1.746459608
1,52,50,1.675473478
1,46,0,1.670444325
0,61,250,1.84528599
1,37,950,1.714163979
0,27,2000,1.713533796
0,56,0,1.840498022
0,53,0,1.583372794
0,48,0,1.709084893
0,54,0,1.683499122
0,20,0,1.662073899
0,37,4000,1.730725326
1,49,2000,1.665771795
0,68,0,1.704751939
0,31,900,1.732847427
0,35,788,1.604499694
0,72,0,1.608913075
1,41,300,1.619498735
1,48,300,1.676233958
1,24,1200,1.767676207
0,36,1500,1.63619399
1,31,350,1.771909556
1,21,0,1.726374932
0,42,3000,1.630686641
0,51,1500,1.662095348
1,47,788,1.689088831
0,22,788,1.670218109
0,51,1500,1.70271237
0,60,3000,1.669782554
1,65,50,1.738074793
0,52,2000,1.658155573
1,23,788,1.777812216
1,63,300,1.830773265
1,54,8500,1.687253568
0,28,4000,1.82441544
1,49,2500,1.741835507
0,42,1500,1.597172073
0,46,2000,1.563268049
0,40,5000,1.824310288
0,42,3000,1.702871274
1,63,5600,1.699200084
1,39,1400,1.647895537
1,22,788,1.880968756
1,82,0,1.694955836
0,44,2500,1.567799261
0,45,1182,1.808373753
1,44,788,1.722385829
0,25,1252,1.659303718
0,28,1200,1.650491837
0,40,1200,1.843299531
0,57,500,1.639618047
1,39,1200,1.714624882
1,49,830,1.630030737
0,31,800,1.667457842
0,45,2000,1.690107172
1,33,788,1.766303075
1,63,0,1.689846859
0,40,1500,1.728884789
1,42,400,1.690165997
0,45,1200,1.662027003
1,57,0,1.6999592
0,21,850,1.740541669
0,62,1200,1.626618875
0,38,1500,1.794588552
1,23,788,1.759798442
0,25,800,1.706201788
0,66,15000,1.780755403
0,26,1000,1.760949675
1,43,5000,1.548383477
0,29,1182,1.672964401
1,59,5000,1.781548422
1,44,827,1.628147637
1,59,60,1.60595792
1,63,0,1.650794528
0,44,1200,1.773072508
0,56,1000,1.698181767
1,52,788,1.702366915
1,56,0,1.815193411
1,32,2385,1.776882942
1,35,972,1.659815841
0,27,1500,1.51560708
0,36,4121,1.567335946
0,33,2500,1.71604407
1,23,1000,1.648539199
0,37,3200,1.644268894
0,30,1080,1.622484267
0,47,1400,1.694852688
1,27,200,1.753539087
1,45,1100,1.786317781
0,37,1500,1.813489124
1,57,0,1.61840532
1,63,0,1.834282639
0,21,788,1.641320818
1,19,788,1.723359184
0,79,0,1.705712051
0,24,600,1.700655039
0,32,2250,1.685318453
0,42,788,1.673027574
0,41,788,1.792440314
0,35,1300,1.677318024
1,63,500,1.677103333
0,52,800,1.663073328
1,77,0,1.716069617
0,44,3900,1.701221228
0,60,300,1.6551801
1,58,1500,1.569321658
0,56,500,1.740382903
0,46,500,1.717415927
0,35,788,1.712329861
0,46,400,1.632752422
0,36,500,1.570847438
0,35,2000,1.578034215
0,33,800,1.539574162
1,59,200,1.623701816
0,35,1200,1.703842371
1,32,788,1.733098454
0,27,600,1.631110652
1,53,200,1.607703322
0,47,360,1.646436684
1,33,80,1.809086615
0,31,800,1.789681115
0,33,300,1.806195866
1,66,130,1.859450093
0,50,788,1.628745522
0,38,200,1.853476305
0,76,350,1.723328293
0,69,0,1.78117973
0,36,640,1.772329251
0,85,0,1.732711931
0,35,300,1.71152477
0,65,0,1.779731965
0,59,0,1.763319145
0,45,200,1.836091263
1,34,80,1.668607612
0,43,300,1.591204991
0,33,650,1.682806076
1,52,2000,1.706783015
0,40,1000,1.827996552
1,65,788,1.702562473
0,21,800,1.700525668
0,31,1200,1.747497765
0,28,1200,1.635338408
0,60,800,1.598459069
1,59,1000,1.696757315
0,33,1600,1.696092446
1,28,788,1.732812361
1,47,400,1.639269196
0,18,750,1.688637771
0,33,788,1.643279122
1,22,40,1.719761136
0,80,200,1.744009744
1,43,0,1.700472304
1,52,80,1.648237771
0,35,788,1.636363908
0,49,300,1.679372822
0,52,250,1.655294425
1,45,300,1.79036865
0,35,300,1.680700158
0,28,1200,1.581547226
0,45,600,1.746736783
0,32,788,1.765968278
1,55,2200,1.737441822
0,67,300,1.580850711
0,73,300,1.557036138
0,40,300,1.81576815
0,36,200,1.670052573
0,53,300,1.669160273
0,24,788,1.75577923
0,33,788,1.70047716
0,49,350,1.673356637
1,52,400,1.791297544
0,30,788,1.631391548
0,49,200,1.71752723
0,28,950,1.737348923
0,60,500,1.576950885
0,70,400,1.633877895
1,66,200,1.5888591
1,49,200,1.729820561
1,77,0,1.800925714
0,46,350,1.752156654
0,40,150,1.790414886
0,28,350,1.611458615
1,35,150,1.680884534
0,38,1014,1.69258757
0,36,700,1.587474632
0,30,500,1.638525868
1,49,300,1.64377303
1,50,200,1.654513431
0,37,600,1.854381665
1,44,40,1.479076714
0,57,400,1.773873795
0,44,2000,1.719022173
1,30,250,1.631013401
0,32,300,1.824389583
0,32,800,1.74819863
1,20,888,1.727826044
0,69,300,1.655813617
0,38,300,1.720699031
1,54,200,1.760601853
0,50,788,1.75510685
1,54,350,1.633093827
0,55,788,1.628570379
1,53,1600,1.647191794
0,42,500,1.77592312
1,31,200,1.788775144
1,58,100,1.676135742
0,64,100,1.765399284
1,38,100,1.80562807
1,52,120,1.712207992
0,85,120,1.780837775
0,46,300,1.740557422
0,49,1900,1.674146232
0,64,788,1.689124049
1,63,180,1.595682131
1,41,200,1.690033067
1,45,250,1.691498228
0,28,200,1.701682313
0,25,500,1.732601594
1,47,500,1.616569139
0,56,250,1.654626744
1,36,100,1.542727805
1,52,300,1.645477768
0,40,200,1.732302294
0,43,200,1.759159038
1,37,800,1.647806668
1,35,200,1.737279666
1,57,0,1.687206243
1,33,1000,1.899821539
0,36,1500,1.819568544
0,25,1100,1.709296847
0,52,900,1.707711877
1,49,0,1.734638622
0,42,850,1.770724166
0,69,100,1.796558038
0,75,500,1.592655856
0,40,788,1.768540782
1,55,0,1.802461677
0,31,3000,1.819395307
0,36,1200,1.644386831
1,25,250,1.777397309
0,54,300,1.802488315
0,51,1000,1.530325639
1,36,200,1.66914276
0,73,0,1.653648539
1,35,400,1.786073714
0,29,500,1.608250737
0,33,600,1.702293702
0,41,350,1.781967328
0,44,600,1.649394933
0,33,350,1.720395865
0,50,1000,1.597492942
0,37,600,1.624027933
0,59,500,1.706018269
0,57,0,1.722841559
0,30,400,1.601375312
0,41,500,1.778536286
0,31,300,1.83066272
0,38,1000,1.574608862
1,53,0,1.725021405
0,63,0,1.781557136
0,25,500,1.858083311
0,64,0,1.71944086
0,52,350,1.830829026
0,30,788,1.730554881
0,52,350,1.666983594
0,19,1050,1.762523171
0,42,400,1.743132289
0,33,350,1.697157493
0,45,500,1.675320815
1,29,788,1.872127106
0,55,6000,1.727214517
0,40,1200,1.651299375
0,38,60,1.69416589
0,67,2000,1.704572425
0,65,300,1.616065072
1,67,180,1.644450172
1,50,700,1.807409925
0,50,4000,1.719465913
0,51,300,1.729104991
0,52,600,1.727141651
0,32,800,1.745513115
0,55,1000,1.675036162
0,43,0,1.57959037
1,51,0,1.629998394
1,21,300,1.695748175
0,25,0,1.711446282
0,52,0,1.741162701
0,29,0,1.726935553
0,44,800,1.678393794
0,21,1068,1.7332254
0,54,788,1.608256694
0,60,0,1.636836007
0,43,0,1.707545388
0,28,300,1.680092285
1,54,0,1.697342459
1,54,1000,1.698495242
0,55,0,1.74681715
0,34,200,1.680151983
1,39,100,1.672437294
0,49,800,1.708135976
1,33,500,1.705034816
0,36,0,1.61642234
1,36,350,1.635806947
1,42,0,1.67045491
0,32,0,1.762841045
1,25,0,1.640629971
0,27,120,1.682619476
0,72,0,1.718485131
1,53,0,1.707026932
0,76,350,1.807440056
0,62,0,1.651798239
1,47,4105,1.698909775
0,69,0,1.712708756
0,25,0,1.759866517
1,48,50,1.622419371
0,54,0,1.753704365
1,54,350,1.568856711
1,29,0,1.723902314
1,53,650,1.797907841
1,50,150,1.54100554
1,30,400,1.7865804
0,30,0,1.776642673
0,36,200,1.838467657
0,41,1200,1.752033216
0,57,1000,1.639004769
0,58,333,1.586936661
0,29,200,1.664801887
1,71,0,1.620718495
1,65,0,1.691381469
0,30,1500,1.694894038
0,53,300,1.707937811
0,38,500,1.719630401
0,28,2000,1.536855939
0,49,300,1.819621978
1,59,0,1.659118226
0,55,0,1.818104428
1,31,100,1.775058612
0,24,0,1.721296662
0,29,1300,1.757016518
1,52,0,1.732159873
0,33,0,1.520911246
0,38,0,1.695967776
0,37,0,1.817147149
0,37,0,1.725626239
0,60,0,1.839719321
0,33,160,1.75043221
0,42,0,1.698679927
0,44,0,1.776826388
1,50,1647,1.533621307
1,36,500,1.856711661
0,77,0,1.629180814
1,25,0,1.693875517
0,56,300,1.722163268
0,54,3500,1.573841716
0,38,400,1.85341668
0,54,300,1.659140942
0,69,500,1.662648627
0,63,1214,1.661948087
0,41,400,1.808043488
0,53,350,1.523537419
0,66,1000,1.823684066
0,43,1200,1.673093088
0,75,0,1.688667047
0,54,4000,1.916672232
0,27,1500,1.571746523
0,51,300,1.678555736
0,42,1000,1.611130906
1,47,900,1.66886648
1,58,150,1.887660734
1,48,200,1.724208827
1,34,500,1.634234652
0,37,500,1.636833171
1,67,100,1.580511328
0,30,200,1.611644082
1,66,0,1.705220666
0,31,1000,1.633271391
0,34,788,1.815876301
0,26,720,1.636466204
1,35,1600,1.706530117
1,56,788,1.702261948
0,35,1000,1.825219994
0,53,500,1.780335383
0,32,400,1.673645607
0,49,788,1.695473991
0,44,280,1.728820636
1,61,140,1.808964141
0,51,500,1.539528253
